20904213019,522795
20904216012,522795
20904218116,802013
20904220017,504980
20904222019,533328
20904224011,289422
20904226013,522940
20904227015,548558
20904228016,288824
20904229017,417754
20904230018,468450
20904231019,1045456
20904233011,544957
20904234012,1828929
20904236015,278647
20904237016,612955
20904239018,506605
20904241010,1045590
20904262013,813306
20904266018,1045456
20904269011,1045590
20904272015,522795
20904275018,278647
20904278011,522940
20904280013,1045590
20904284018,522795
20904285019,515000
20904286010,522940
20904288012,546923
20904289013,184698
20904290015,1045590
20904291016,547565
20904292017,522940
20904293018,522940
20904294019,278824
20904295010,1045590
20904296112,475338
20904297012,522940
20904299015,1021061
20904301017,522795
20904302018,522795
20904304010,332917
20904305011,1048890
20904306012,522795
20904307013,522940
20904308116,630688
20904310017,522795
20904311018,522795
20904313010,522940
20904314011,559656
20904316013,555001
20904318016,612344
20904320018,1045590
20904322010,522795
20904324012,522795
20904325013,1045590
20904327016,522795
20904328017,522940
20904330019,522940
20904332011,1045590
20904334013,1045456
20904336016,278824
20904337017,522795
20904338018,1045500
20904339019,1045456
20904341011,532795
20904343013,522795
20904345016,522940
20904347018,542017
20904349010,542017
20904351012,542017
20904353015,258795
20904356018,1083595
20904358010,1083595
20904360012,485539
20904361013,541861
20904363016,542017
20904365018,542017
20904367010,542017
20904368011,542017
20904369012,542017
20904371015,485539
20904372016,511844
20904373017,485539
20904375019,485539
20904377011,485539
20904379013,485539
20904381016,485539
20904382017,485539
20904384019,541857
20904386011,1083709
20904388013,541857
20904390016,541857
20904392018,542017
20904394010,522795
20904395011,615058
20904397013,615058
20904399016,615058
20904401018,615058
20904403010,615058
20904405012,495625
20904406013,615058
20904408016,542017
20904410018,542017
20904412010,542017
20904414012,542017
20904415013,542017
20904417016,542017
20904419018,542017
20904421010,495772
20904422011,542017
20904423012,542017
20904424013,522940
20904425015,542017
20904426016,542017
20904427017,542017
20904428018,542017
20904429019,542017
20904430010,542017
20904431011,499863
20904432012,542017
20904433013,542017
20904434015,542017
20904435016,542017
20904436017,542017
20904437018,542017
20904438019,542017
20904439010,542017
20904440011,542017
20904441012,542017
20904442013,573785
20904443015,542017
20904444016,542017
20904445017,542017
20904446018,542017
20904447019,542017
20904448010,542017
20904449011,542017
20904450012,542017
20904451013,542017
20904452015,542017
20904453117,1110994
20904454017,542017
20904455119,1083595
20904456110,1083595
20904457111,1083595
20904458112,542017
20904459113,1709401
20904460115,1083595
20904461015,542017
20904462016,542017
20904463017,542017
20904464018,971076
20904465019,971076
20904466010,485539
20904468012,485539
20904470015,509802
20904471016,971076
20904473018,485539
20904474019,494308
20904476011,485539
20904477012,485539
20904478013,544796
20904479015,485539
20904480016,485539
20904481017,489048
20904482018,485539
20904483019,542837
20904484010,485539
20904485011,1230117
20904486012,1230117
20904487013,1230117
20904488015,485539
20904489117,603166
20904490017,1093734
20904491018,190622
20904492019,551867
20904493010,1083595
20904494011,542017
20904495012,1083595
20904496013,1083595
20904497015,1083595
20904498016,1083595
20904499017,542017
20904500018,1083595
20904501019,542017
20904502010,1083595
20904503011,542017
20904504012,1083595
20904505013,485683
20904506015,298996
20904507016,551867
20904508017,542017
20904509018,542017
20904510019,542017
20904511010,542017
20904512011,542017
20904513012,542017
20904514013,545282
20904515015,542017
20904516016,542017
20904517017,542017
20904518018,542017
20904519019,1230117
20904520010,1230117
20904521011,1230117
20904522012,1230117
20904523013,1235995
20904524015,1703312
20904525016,615058
20904526017,615058
20904527018,615058
20904556010,615058
20904559013,615058
20904562017,615058
20904564019,615058
20904566112,1083595
20904567113,542017
20904578015,542017
20904580017,542017
20904585012,542017
20904588016,542017
20904591019,542017
20904595013,542017
20904598017,542017
20904601010,542017
20904604013,542017
20904606016,545282
20904609019,1083720
20904615016,541861
20904618019,541861
20904620011,1083595
20904623015,542017
20904626018,499718
20904629011,499423
20904633016,542017
20904635018,542017
20904637010,1083595
20904640013,542017
20904644018,542017
20904646010,542017
20904649013,542017
20904653018,500011
20904656011,1083595
20904659015,542017
20904662018,542017
20904664010,495186
20904668015,1083595
20904672019,1083719
20904676013,541861
20904679017,541861
20904684012,1083595
20904687016,542017
20904691010,1085367
20904694013,616997
20904697017,1089937
20904699110,1251665
20904702113,1251665
20904705117,625833
20904707119,1251992
20904711012,257500
20904714117,458554
20904718010,522900
20904723016,497233
20904728011,544969
20904732016,468500
20904734018,578799
20904738012,522940
20904741016,1045456
20904744019,522795
20904748013,1045590
20904750016,1089937
20904752018,1045456
20904754010,545445
20904756113,1180100
20904757115,1627508
20904759117,1680573
20904760118,9910938
20903950017,577810
20903969018,582050
20903970019,1030041
20903971010,1047674
20903972011,1058780
20903973012,1072525
20903974013,1072525
20903975015,619408
20903977017,866940
20903980010,577595
20903984015,1120123
20903987018,486125
20903990011,1085228
20903992013,1085228
20903995017,522795
20903998010,542350
20904005018,541395
20904010013,522795
20904013017,522795
20904044011,544150
20904046013,508777
20904047015,562868
20904049017,533473
20904051019,569442
20904052010,552034
20904054012,544795
20904057016,1067456
20904059018,544795
20904062011,1067590
20904062011,1067590
20904066016,544795
20904086018,544795
20904087019,544795
20904089011,544795
20904091013,544795
20904092015,544795
20904095018,544795
20904097010,544795
20904100013,544795
20904107011,522795
20904111016,522795
20904114019,522795
20904116011,522940
20904118013,438901
20904120016,414060
20904123019,258757
20904125011,273787
20904129016,428561
20904132019,428561
20904141019,191805
20904143011,482355
20904145013,473700
20904147016,414060
20904150019,405116
20904152011,322200
20904155015,322200
20904156016,322200
20904159019,322200
20904161011,322201
20904467011,544795
20904469013,544795
20904472017,1067590
20904475010,1067590
20904530011,989490
20904538010,495479
20904539011,495479
20904547010,555753
20904551015,1116576
20904553017,1120668
20904554018,568560
20904555019,568834
20904558012,1138760
20904561016,569517
20904563018,1045566
20904565010,1045566
20904568013,1045566
20904569015,1045566
20904572018,1045566
20904573019,1045566
20904574010,414060
20904581018,783330
20904587015,783872
20904589017,784143
20904592010,784958
20904597016,784958
20904600019,785503
20904603012,786868
20904605015,787141
20904608018,787415
20904612012,789338
20904614015,344730
20904622013,578301
20904624016,1121803
20904627019,530572
20904630012,1026343
20904634017,1033354
20904636019,534077
20904638011,1038321
20904642016,536561
20904645019,1044172
20904651016,1044172
20904652017,557595
20904655010,1080390
20904663019,502004
20904671018,581671
20904675012,588395
20904678016,594328
20904682010,597310
20904685013,598477
20904688017,530550
20904690019,614483
20904693012,1311552
20904695015,618906
20904698018,530795
20904703115,1038016
20904706118,1188257
20904708110,327671
20904710112,1196147
20904713116,1089456
20904716119,290522
20904719112,1081626
20904721013,344108
20904725119,1122115
20904729113,561058
20904731116,1060321
20904737011,1056736
20904739013,545768
20904742017,545768
20904745010,1062001
20904747012,1062001
20904749015,1062001
20904751017,548986
20904753019,1123377
20904755011,579088
20904758015,1087388
20904094017,544795
20904098011,1067590
20904101015,1067590
20904103017,544795
20904105019,544795
20904108012,1067590
20904110015,544795
20904113018,1067590
20904119015,544795
20904122018,544795
20904126012,1067590
20904128015,544795
20904131018,544795
20904134011,544795
20904136013,1067590
20904138016,1067590
20904140018,1067590
20904144012,522900
20904149018,557595
20904154013,557595
20904158018,564619
20904162012,544795
20904165016,522900
20904167018,544795
20904168019,544795
20904171012,1045590
20904173015,1080390
20904180012,541395
20904182015,522940
20904186019,1045456
20904188011,537795
20904191015,522788
20904199013,1067590
20904202017,544795
20904205010,544795
20904208013,544795
20904211017,1067590
20904214010,1067590
20904217013,544795
20904221018,1067590
20904223010,544795
20904225012,544795
20904235013,322170
20904238017,438900
20904244013,877800
20904247017,438900
20904250010,877800
20904253013,877800
20904255016,438900
20904257018,447555
20904260011,447555
20904264016,936900
20904270012,267800
20904273016,267800
20904276019,267800
20904281015,267800
20904283017,267800
20904287011,267800
20904298013,267800
20904300016,267800
20904303019,267800
20904309016,564618
20904312019,1129237
20904315012,1129237
20904317015,1129237
20904319017,1129237
20904321019,1129237
20904323011,564619
20904326015,564619
20904329018,1129237
20904331010,1129237
20904333012,1129237
20904335015,1129237
20904340010,1062232
20904342012,539451
20904344015,539451
20904346017,539451
20904348019,539451
20904350011,539451
20904352013,539451
20904354016,539451
20904355017,539451
20904357019,539451
20904359011,485116
20904362015,485116
20904364017,485116
20904366019,485116
20904370013,522795
20904374018,522795
20904376010,522795
20904378012,522795
20904380015,522795
20904383018,522795
20904385010,564619
20904387012,564619
20904389015,1129237
20904391017,1129237
20904393019,1129237
20904396012,1129237
20904398015,1129237
20904400017,564619
20904402019,564619
20904404011,564619
20904407015,522795
20904409017,522795
20904411019,522795
20904413011,522795
20904416015,522795
20904418017,564619
20904420019,468450
20904528019,522940
20904533015,560799
20904536018,522788
20904540012,544795
20904542015,544795
20904544017,544795
20904545018,544795
20904549012,544795
20904552016,544795
20904571017,544795
20904576012,544795
20904579016,544795
20904583010,544795
20904584011,544795
20904590018,522900
20904594012,490450
20904599018,490450
20904602011,468500
20904607017,468500
20904611011,468500
20904616017,468500
20904619010,468500
20904621012,468500
20904632015,522795
20904639012,522795
20904641015,522795
20904647011,522795
20904648012,522795
20904654019,1045590
20904658013,1045590
20904661017,1045590
20904665011,308000
20904669016,308000
20904674011,294750
20904680018,294750
20904683011,294750
20904686015,294750
20904689018,294750
20904692011,294750
20904696016,294750
20904700010,294750
20904701011,294750
20904704015,294750
20904709010,294750
20904712013,294750
20904715017,294750
20904720012,294750
20904724017,294750
20904727010,294750
20904189012,544795
20904193017,1067590
20904196010,544795
20904198012,544795
20904200015,544795
20904203018,1067590
20904206011,1067590
20904209015,1067590
20904212018,544795
20904215011,1067590
20904219016,544795
20904240019,544795
20904242011,544795
20904243012,544795
20904245015,544795
20904246016,544795
20904248018,544795
20904249019,544795
20904251011,544795
20904252012,544795
20904254015,1067590
20904256017,1067590
20904258019,1067590
20904259010,1067590
20904261012,1067590
20904263015,1067590
20904265017,1067590
20904267019,1067590
20904268010,1067590
20904271013,1067590
20904274017,1067590
20904277010,544795
20904279012,544795
20904282016,544795
20904529010,1067590
20904531012,544795
20904532013,1067590
20904534016,1067590
20904535017,1067590
20904537019,544795
20904541013,1067590
20904543016,1067590
20904546019,1067590
20904548011,544795
20904550013,1067590
20904557011,1067590
20904560015,544795
20904570016,1067590
20904575011,1067590
20904577013,1067590
20904582019,544795
20904586013,544795
20904593011,544795
20904596015,1067590
20904610010,1067590
20904613013,1067590
20904617018,1067590
20904625017,544795
20904628010,1067590
20904631013,544795
20904643017,109710
20904650015,109710
20904657012,109710
20904660016,109710
20904666012,109710
20904667013,109710
20904670017,109710
20904673010,109710
20904677015,109710
20904681019,109710
20904717019,544795
20904722015,1067590
20904726019,1067590
20904730013,544795
20904733017,544795
20904735019,1067590
20904736010,1067590
20904740015,544795
20904743018,1067590
20904746011,544795
